Nom du Produit en Français,Type de production,Catégorie,Score unique EF3.1 (mPt/kg),Changement climatique (kg CO2 eq/kg),Appauvrissement de la couche d'ozone (kg CFC11 eq/kg),Rayonnements ionisants (kBq U-235 eq/kg),Formation photochimique d'ozone (kg NMVOC eq/kg),Particules (disease inc./kg),Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg),Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation eaux douces (kg P eq/kg),Eutrophisation marine (kg N eq/kg),Eutrophisation terreste (mol N eq/kg),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg),Utilisation du sol (Pt/kg),Épuisement des ressources eau (m3 depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources minéraux (kg Sb eq/kg),Changement climatique - émissions biogéniques (kg CO2 eq/kg),Changement climatique - émissions fossiles (kg CO2 eq/kg),Changement climatique - émissions liées au changement d'affectation des sols (kg CO2 eq/kg)
"Racines de chicorée, conventionnel, à la ferme, France",Culture,Agricultural\Plant production\Vegetables\Transformation\Seeds,0.012479131,0.083710561,5.1395982e-09,0.0057072672,0.00030977327,8.7999638e-09,1.4566107e-09,1.9644604e-10,0.0011097283,3.5602796e-05,0.00086021313,0.0039439567,1.20603878,11.813452,0.047413118,0.73971065,9.21138e-07,0.00011912157,0.083514798,7.6641097e-05
"Raisin pour du jus, conventionnel, à la ferme, Etats-Unis",Culture,Agricultural\Plant production\Fruits\Transformation,0.37679342,0.28216807,1.4956729e-08,0.016902342,0.0011954495,1.7009957e-08,3.0492977e-08,2.4158037e-10,0.0027221731,0.00011345799,0.002834917,0.0073667939,196.874902,29.81171,35.400402,3.058734,1.1047712e-05,0.00037996805,0.28159067,0.00019742741
"Raisin, intégré, mélange français, France",Culture,Agricultural\Plant production,0.076150154,0.34127957,8.8473089e-09,0.028927056,0.0016515662,4.3865006e-08,7.3404323e-08,2.0928193e-09,0.0044903189,0.00014960373,0.0035131951,0.018106731,13.5538506,55.53168,0.06365859,3.7656599,1.0679095e-05,0.0085431325,0.33194244,0.00079399907
"Raisin, production intégrée, AOC Beaujolais, au vignoble, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.13203325,0.63109272,2.3475335e-08,0.040439614,0.002907052,8.8745259e-08,9.3586589e-08,3.5768356e-09,0.0080337751,0.00024859022,0.0025060952,0.031399812,38.1811316,74.667795,0.11117597,7.4026821,2.1268438e-05,0.011248647,0.61864252,0.0012015491
"Raisin, production intégrée, mélange de variétés, Languedoc-Roussillon, au vignoble, France",Culture,Agricultural\Plant production\Fruits\Transformation,0.074337161,0.33176599,8.3497381e-09,0.028581026,0.0016107121,4.2373099e-08,7.2844791e-08,2.0448204e-09,0.0043746583,0.00014642289,0.003556004,0.017675454,12.7133736,54.971966,0.062114737,3.6451958,1.0327768e-05,0.0084654341,0.32251929,0.0007812722
"Saithe, Pollachius virens, mer du Nord, chalut de fond, congelés, au débarquement, France",Pêche,Agricultural\Animal production\Fish\Transformation,0.77235449,4.624258,3.467807e-07,0.034420851,0.097482304,1.015957e-06,1.6217641e-08,2.6258607e-09,0.13270098,0.00013704244,0.032533828,0.35440289,25.0413246,3.7353317,0.10905779,56.568424,1.1745959e-05,0.00089870317,4.6215761,0.0017831777
"Saithe, Pollachius virens, mer du Nord, chalut de fond, frais, au débarquement, Europe",Pêche,Agricultural\Animal production\Fish\Transformation,0.39663338,2.2642895,8.2690514e-08,0.016647811,0.050302239,5.2454314e-07,8.8428162e-09,1.3676865e-09,0.068526021,7.2439951e-05,0.016804402,0.18307979,12.9900296,1.8656681,0.051592656,28.840398,7.5770329e-06,0.00029140346,2.2632046,0.00079353631
"Sardine européenne,  Sardina pilchardus, atlantique centre est, senne, au débarquement, France",Pêche,Agricultural\Animal production\Fish\Transformation,0.02755421,0.15072597,3.176933e-09,0.0011671354,0.0033785413,3.5345174e-08,9.1553639e-10,9.2100059e-11,0.0046153587,6.4762435e-06,0.0011303197,0.012298853,0.9281791,0.24319648,0.0053004026,1.9566355,1.1633911e-06,2.4533289e-05,0.15056818,0.00013325774
"Sardine européenne, Sardina pilchardus, baie de Biscay, senne, au débarquement, France",Pêche,Agricultural\Animal production\Fish\Transformation,0.067072967,0.37234577,8.6458891e-09,0.0030971138,0.0081895638,8.5315961e-08,2.6307793e-09,2.2150811e-10,0.011189117,1.8074001e-05,0.002731917,0.029695206,2.35061951,0.40682431,0.014786368,4.7959531,2.7990195e-06,7.374794e-05,0.37078798,0.0014840443
"Saumon issu d'aquaculture, conventionnel, à la ferme, Norvège",Pêche,Agricultural\Animal production\Fish\Transformation,0.3100008,2.2106452,1.6145227e-07,0.3497157,0.011056826,1.6076953e-07,4.3657851e-08,2.4011685e-09,0.019831925,0.00057584597,0.037327814,0.078358656,49.67809,116.59034,0.4938601,25.327321,2.3887875e-05,0.0080916535,1.7943135,0.40824005
"Soja, cut-off date 2008, à la ferme, Brésil",Culture,Others\Adapted from Ecoinvent cut-off U,0.086905196,0.83035729,7.3508263e-09,0.0089801259,0.0014715067,2.1528664e-08,2.3347891e-08,3.6601934e-10,0.002525571,0.00012690414,0.0090051279,0.0091755335,75.054374,6.5125086,0.10335271,2.5164475,3.5960962e-06,0.00026338921,0.40152745,0.42856645
"Soja, cut-off date 2020, à la ferme, Brésil",Culture,Others\Adapted from Ecoinvent cut-off U,0.1149824399999999,1.3509751,6.682438e-09,0.0084858671,0.0024469482,2.8934182e-08,3.1571848e-08,1.1399585e-09,0.0031574017,0.00011061483,0.009647704,0.011601351,94.97522,13.869717,0.10225702,2.5071109,3.4623444e-06,0.00025775925,0.41345451,0.93726286
"Soja, issu de zones non déforestées, à la ferme, Brésil",Culture,Others\Adapted from Ecoinvent cut-off U,0.080425833,0.71021471,7.50507e-09,0.009094186,0.001246405,1.98197e-08,2.14501e-08,1.87418e-10,0.002379764,0.000130663,0.008856841,0.00861573,70.457255,4.8146913,0.10360556,2.5186021,3.62696e-06,0.000264688,0.39877505,0.311
"Soja, moyenne nationale, aliment pour animaux, à la ferme, France",Culture,Agricultural\Plant production\Legumes\Transformation,0.063376963,0.45892391,1.1657199e-08,0.0065238686,0.00064671745,1.2681986e-08,-2.1897661e-09,5.8989067e-10,0.0019085101,0.00028936503,0.0091450765,0.0072442145,5.9924059,201.19494,0.032199873,1.3959694,1.1118662e-06,4.9200201e-05,0.22242754,0.23644718
"Sole commune, Solea solea, baie de Biscay, trémail, au débarquement, France",Pêche,Agricultural\Animal production\Fish\Transformation,0.45121292,2.3280804,5.1292294e-08,0.022454366,0.047467505,4.9763216e-07,4.4785911e-08,1.7110978e-09,0.065266865,0.00016134701,0.01589231,0.17186316,18.2329259,2.5724461,0.2071473,30.394266,5.4271047e-05,0.00067916573,2.3212339,0.0061673148
"Sorgho ensilage, moyenne nationale, alimentation animale, à la ferme, France",Culture,Agricultural\Plant production\Roughage\Transformation,0.034614089,0.19691456,5.8024405e-09,0.010469803,0.00057974753,1.9694089e-08,1.1024105e-09,9.8405827e-10,0.0030426409,0.00017764791,0.0031780577,0.013163138,3.1376263,59.265509,0.094590649,1.1380636,7.9949606e-07,3.0206057e-05,0.12726754,0.069616822
"Sorgho, conventionnel, moyenne nationale, alimentation animale, à la ferme, France",Culture,Agricultural\Plant production\Roughage\Transformation,0.0535681379999999,0.4074714,1.0755581e-08,0.018261895,0.00086159814,1.9610411e-08,1.5634579e-09,1.2866483e-09,0.003041892,0.00027004185,0.0048338541,0.01222765,5.83616,109.52851,0.21950751,1.8860006,1.3388474e-06,7.5300042e-05,0.27888117,0.12851493
"Taurillon allaitant, conventionnel, système d'engraissement, moins de 1.2 UGB par ha, à la ferme, France",Elevage,Agricultural\Animal production\Bovine\Transformation,1.6563731000000002,17.861857,6.2537518e-08,0.38314374,0.024872018,1.6549162e-06,2.5324769e-07,7.6472013e-09,0.2457628,0.00083677845,0.043962125,1.0864323,98.728607,1471.5371,1.1904782,27.68734,2.2124657e-05,14.341435,4.2550718,-0.73464952
"Taurillon allaitant, conventionnel, système d'engraissement, plus de 1.2 UGB par ha, à la ferme, France",Elevage,Agricultural\Animal production\Bovine\Transformation,1.4905065,15.823614,6.9811492e-08,0.33215201,0.023703058,1.5413407e-06,2.2996136e-07,6.1453038e-09,0.22960152,0.0006321362,0.053934005,1.0179676,118.524138,793.13615,1.0664547,28.148757,1.8271804e-05,11.193749,4.0541193,0.57574548
"Taurillon laitier, conventionnel, système d'engraissement, à la ferme, France",Elevage,Agricultural\Animal production\Bovine\Transformation,0.72768941,7.7688168,4.4926827e-08,0.22283433,0.012688943,7.0007133e-07,7.8898291e-08,3.6943338e-09,0.10311721,0.0005214568,0.02493226,0.44461763,127.09999,243.58261,0.77783146,17.695301,1.8597988e-05,4.5395561,2.1880861,1.0411746
"Thon albacore, Thunnus alalunga, atlantique nord est, chalut pélagique, au débarquement, France",Pêche,Agricultural\Animal production\Fish\Transformation,0.8137527,4.6039036,1.0287773e-07,0.030760375,0.10493453,1.0914311e-06,1.7694275e-08,2.6341453e-09,0.14280904,0.00011726907,0.035032438,0.38158277,26.595772200000003,3.7677073,0.099195345,59.553805,9.4757365e-06,0.0005578943,4.6000912,0.0032545039
"Thon Albacore, Thunnus albacares, atlantique centre est, senne, au débarquement, côte d'Ivoire",Pêche,Agricultural\Animal production\Fish\Transformation,0.36510028,2.0726448,4.2969668e-08,0.020260823,0.045869001,4.7828706e-07,1.0456865e-08,1.2724582e-09,0.062511967,8.0443232e-05,0.015327081,0.16675297,12.2295663,1.8621792,0.078519406,26.718852,8.3001504e-06,0.00037400729,2.071468,0.00080275806
"Thon Listao, Katsuwonus pelamis, atlantique centre est, senne, au débarquement, côte d'Ivoire",Pêche,Agricultural\Animal production\Fish\Transformation,0.36282289,2.0589271,4.2698322e-08,0.019694339,0.045621422,4.7577794e-07,1.0303198e-08,1.2663308e-09,0.06218017,7.8654237e-05,0.015246649,0.16588378,12.1390615,1.8396704,0.076901879,26.539279,8.1225095e-06,0.00036419761,2.0577726,0.00079032987
