Ciqual AGB,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,Ingredients,Code et Nom,Groupe,Sous-groupe,Score unique EF3.1 (mPt/kg),Changement climatique (kg CO2 eq/kg),Appauvrissement de la couche d'ozone (kg CFC11 eq/kg),Rayonnements ionisants (kBq U-235 eq/kg),Formation photochimique d’ozone (kg NMVOC eq/kg),Particules (disease inc./kg),Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg),Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation eaux douces (kg P eq/kg),Eutrophisation marine (kg N eq/kg),Eutrophisation terrestre (mol N eq/kg),Écotoxicité pour écosystèmes aquatiques d’eau douce (CTUe/kg),Utilisation du sol (Pt/kg),Épuisement des ressources en eau (m³ depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources en minéraux (kg Sb eq/kg),Changement climatique - émissions biogéniques (kg CO2 eq/kg),Changement climatique - émissions fossiles (kg CO2 eq/kg),Changement climatique - émissions liées au changement d’affectation des sols (kg CO2 eq/kg)
42005,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Total,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake (42005)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.2397234206,2.655302174,4.640274353e-08,0.7496344895000001,0.00591451645,1.31645835e-07,2.430773648e-08,9.229623159999999e-10,0.01560928182,0.0002678918731,0.00515105927,0.06000681397,21.36903064,55.6794962,0.7965029100000001,42.7966472,8.08254843e-06,0.495937134197,2.057071024,0.102294013222
42003,"Substitut de repas hypocalorique, prêt à boire",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Chicorée,"Substitut de repas hypocalorique, prêt à boire (42003)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.0073578999,0.08558938,5.3976663e-09,0.02182969,0.00021118991,3.8208816e-09,6.5444181e-10,3.6029686e-11,0.00025448988,1.85598e-05,0.00013964105,0.00065275726,0.7847860400000001,1.6715462,0.03279448,1.4278406,2.455171e-07,0.0015719731,0.083913604,0.00010380304
42003,"Substitut de repas hypocalorique, prêt à boire",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Fructose,"Substitut de repas hypocalorique, prêt à boire (42003)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.01001769,0.077548843,1.1596145e-09,0.0044333601,0.00031404462,5.4596365e-09,1.260191e-09,4.9392216e-11,0.00062512151,2.7900435e-05,0.00024339375,0.0021008587,1.80102827,1.252173,0.19712304,0.86030875,9.1281767e-07,0.00010114015,0.073449424,0.0039982788
42003,"Substitut de repas hypocalorique, prêt à boire",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Poudre de lait,"Substitut de repas hypocalorique, prêt à boire (42003)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.077110523,0.83189964,7.6568371e-09,0.043394834,0.0013752902,7.0368846e-08,9.5597357e-09,3.7832159e-10,0.010297858,5.1274072e-05,0.0027421159,0.044855988,10.0903354,40.272384,0.082427287,3.024077,1.3544174e-06,0.48733686,0.26627217,0.078290607
42003,"Substitut de repas hypocalorique, prêt à boire",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Huile de soja,"Substitut de repas hypocalorique, prêt à boire (42003)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.0056695357,0.046377641,6.4570573e-10,0.0015353854,0.00019939576,1.4820483e-09,5.4463157e-10,3.7245879e-11,0.00021064443,8.8020411e-06,0.00035171623,0.00075396961,4.38412832,7.0145393,0.007235737,0.26366585,1.2052823e-07,1.1154327e-05,0.026921066,0.01944542
42003,"Substitut de repas hypocalorique, prêt à boire",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Autres étapes,"Substitut de repas hypocalorique, prêt à boire (42003)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.139567772,1.61388667,3.15429199e-08,0.6784412200000001,0.00381459596,5.05144226e-08,1.22887364e-08,4.21972945e-10,0.004221168,0.0001613555249999,0.00167419234,0.0116432404,4.30875261,5.4688537,0.476922366,37.220755,5.449268030000001e-06,0.00691600662,1.60651476,0.000455904382
42003,"Substitut de repas hypocalorique, prêt à boire",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,Total,"Substitut de repas hypocalorique, prêt à boire (42003)",aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,0.2397234206,2.655302174,4.640274353e-08,0.7496344895000001,0.00591451645,1.31645835e-07,2.430773648e-08,9.229623159999999e-10,0.01560928182,0.0002678918731,0.00515105927,0.06000681397,21.36903064,55.6794962,0.7965029100000001,42.7966472,8.08254843e-06,0.495937134197,2.057071024,0.102294013222
11056,Quatre épices,aides culinaires et ingrédients divers,épices,Cannelle,Quatre épices (11056),aides culinaires et ingrédients divers,épices,0.49458513,4.1431585,3.8544679e-08,0.30964232,0.015387711,4.7462455e-07,4.5101106e-08,1.2097179e-09,0.036689888,0.00066096387,0.035104493,0.21184403,20.4741798,362.8969,2.1235658,27.41559,2.9451767e-05,0.68610238,3.4522478,0.0048083042
11056,Quatre épices,aides culinaires et ingrédients divers,épices,Clous de girofle,Quatre épices (11056),aides culinaires et ingrédients divers,épices,0.050240235,0.42086437,3.9153901e-09,0.03145364,0.0015630923,4.8212628e-08,4.5813957e-09,1.2288382e-10,0.0037269794,6.714108e-05,0.003565934,0.021519236,2.07977866,36.863271,0.21571301,2.784891,2.9917271e-06,0.069694665,0.35068127,0.00048843024
11056,Quatre épices,aides culinaires et ingrédients divers,épices,Gingembre,Quatre épices (11056),aides culinaires et ingrédients divers,épices,0.01707268,0.092295846,1.4092016e-09,0.0017516907,0.00090350228,1.1017186e-08,6.1512066e-09,8.68661e-11,0.001932489,1.4975126e-05,0.00068999945,0.0071004726,1.3405372,2.848744,0.44795022,1.0501293,3.5825992e-07,5.69757e-05,0.089874179,0.0023646914
11056,Quatre épices,aides culinaires et ingrédients divers,épices,Noix de muscade,Quatre épices (11056),aides culinaires et ingrédients divers,épices,0.012075572,0.090895366,1.0469914e-09,0.0016233008,0.0008036313,4.4253369e-09,1.7575869e-09,4.3116487e-11,0.0010972632,1.1697337e-05,0.00070197547,0.0033143948,3.3959330000000003,1.4438809,0.16757588,1.0322075,4.795927e-07,4.6706376e-05,0.082083108,0.0087655521
11056,Quatre épices,aides culinaires et ingrédients divers,épices,Autres étapes,Quatre épices (11056),aides culinaires et ingrédients divers,épices,0.13713537,1.656649,1.672331e-07,0.29888764,0.0059144287,8.3943447e-08,1.2638174e-08,4.7624943e-10,0.0065170623,0.00017677144,0.0017709174,0.013992671,16.9095149,10.126251,0.40183136,27.534848,3.6634515e-06,0.014722659,1.6404751,0.0014512892
11056,Quatre épices,aides culinaires et ingrédients divers,épices,Total,Quatre épices (11056),aides culinaires et ingrédients divers,épices,0.7111089869999999,6.403863082,2.121493621e-07,0.6433585915,0.0245723655799999,6.222231479e-07,7.022946920000001e-08,1.9388337369999997e-09,0.0499636819,0.000931548853,0.04183331932,0.2577708044,44.19994356,414.17904690000006,3.35663627,59.8176658,3.694479822e-05,0.770623386076,5.615361457,0.01787826714
11060,"Herbes de Provence, séchées",aides culinaires et ingrédients divers,herbes,Origan,"Herbes de Provence, séchées (11060)",aides culinaires et ingrédients divers,herbes,0.065268871,0.18371613,2.203544e-09,0.0044465642,0.00097117872,3.6406068e-08,6.1429e-09,1.4054946e-10,0.0051036002,7.3697685e-05,0.0028725233,0.021931003,2.92310786,26.285493,3.9551374,1.5630562,1.3547735e-06,0.00013480334,0.18102748,0.002553852
11060,"Herbes de Provence, séchées",aides culinaires et ingrédients divers,herbes,Herbes de Provence,"Herbes de Provence, séchées (11060)",aides culinaires et ingrédients divers,herbes,0.13706463,0.38580388,4.6274425e-09,0.0093377848,0.0020394753,7.6452744e-08,1.290009e-08,2.9515387e-10,0.01071756,0.00015476514,0.0060322989,0.046055106,6.1385264,55.199535,8.3057884,3.2824181,2.8450243e-06,0.00028308702,0.3801577,0.0053630892
11060,"Herbes de Provence, séchées",aides culinaires et ingrédients divers,herbes,Romarin,"Herbes de Provence, séchées (11060)",aides culinaires et ingrédients divers,herbes,0.062005427,0.17453032,2.0933668e-09,0.004224236,0.00092261978,3.4585765e-08,5.835755e-09,1.3352199e-10,0.0048484202,7.0012801e-05,0.0027288971,0.020834453,2.77695242,24.971218,3.7573805,1.4849034,1.2870348e-06,0.00012806318,0.1719761,0.0024261594
11060,"Herbes de Provence, séchées",aides culinaires et ingrédients divers,herbes,Thym,"Herbes de Provence, séchées (11060)",aides culinaires et ingrédients divers,herbes,0.065268871,0.18371613,2.203544e-09,0.0044465642,0.00097117872,3.6406068e-08,6.1429e-09,1.4054946e-10,0.0051036002,7.3697685e-05,0.0028725233,0.021931003,2.92310786,26.285493,3.9551374,1.5630562,1.3547735e-06,0.00013480334,0.18102748,0.002553852
11060,"Herbes de Provence, séchées",aides culinaires et ingrédients divers,herbes,Autres étapes,"Herbes de Provence, séchées (11060)",aides culinaires et ingrédients divers,herbes,0.13719372,1.6568418,1.6723897e-07,0.29904984,0.0059154803,8.3963509e-08,1.2657935e-08,4.7790889e-10,0.006518082,0.00017683276,0.0017711907,0.013995415,16.9110445,10.12691,0.40581361,27.540275,3.6648437e-06,0.01472291,1.6406675,0.0014514239
11060,"Herbes de Provence, séchées",aides culinaires et ingrédients divers,herbes,Total,"Herbes de Provence, séchées (11060)",aides culinaires et ingrédients divers,herbes,0.466801519,2.58460826,1.783668673e-07,0.3215049892,0.01081993282,2.67814154e-07,4.367958e-08,1.1876836699999998e-09,0.0322912625999999,0.0005490060709999,0.0162774333,0.12474698,31.67273904,142.868649,20.37925731,35.4337089,1.05064498e-05,0.01540366688,2.55485626,0.0143483765
37000,Base de pizza à la crème,aides culinaires et ingrédients divers,ingrédients divers,Fromage frais crémeux,Base de pizza à la crème (37000),aides culinaires et ingrédients divers,ingrédients divers,0.18254448,1.7596527,1.6785186e-08,0.45768956,0.0031120528,1.5422257e-07,2.4120051e-08,8.6148939e-10,0.02233958,0.00012454321,0.0064860873,0.096744511,21.5444657,86.332467,0.19900221,13.875647,3.8319217e-06,1.0135883,0.58324134,0.16282306
37000,Base de pizza à la crème,aides culinaires et ingrédients divers,ingrédients divers,Autres étapes,Base de pizza à la crème (37000),aides culinaires et ingrédients divers,ingrédients divers,0.068884742,0.59638551,1.5430493600000002e-08,0.509204766,0.00186576366,3.41039876e-08,8.9138663e-09,3.36454475e-10,0.0023129364,0.000103914428,0.00128952279,0.007280338,2.85929331,9.0934898,0.168671506,18.217089,2.44241713e-06,0.01587217772,0.57903697,0.001476366842
37000,Base de pizza à la crème,aides culinaires et ingrédients divers,ingrédients divers,Total,Base de pizza à la crème (37000),aides culinaires et ingrédients divers,ingrédients divers,0.251429222,2.35603821,3.22156796e-08,0.966894326,0.00497781646,1.883265576e-07,3.30339173e-08,1.1979438649999996e-09,0.0246525164,0.000228457638,0.00777561009,0.104024849,24.40375901,95.4259568,0.367673716,32.092736,6.27433883e-06,1.02946047772,1.16227831,0.164299426842
37002,Base de pizza tomatée,aides culinaires et ingrédients divers,ingrédients divers,Huile d'olive,Base de pizza tomatée (37002),aides culinaires et ingrédients divers,ingrédients divers,0.046601615,0.067128348,3.6587081e-09,0.0084815757,0.00098623835,2.668668e-08,2.05883e-08,1.9757698e-10,0.0037430169,5.1093177e-05,0.0017390486,0.01574783,5.66746784,54.22583,1.9401993,1.706373,1.2720893e-06,0.010516055,0.1669106,-0.11029831
37002,Base de pizza tomatée,aides culinaires et ingrédients divers,ingrédients divers,Oignons,Base de pizza tomatée (37002),aides culinaires et ingrédients divers,ingrédients divers,0.0018077483,0.010362643,3.1592128e-10,0.0021762869,4.4659669e-05,8.9363904e-10,3.3688044e-10,1.2218837e-11,0.0001050963,2.7336324e-06,0.0001261071,0.00038077775,0.2633898,1.013728,0.044737209,0.13943547,9.1868927e-08,0.0010289054,0.0090902794,0.00024345803
37002,Base de pizza tomatée,aides culinaires et ingrédients divers,ingrédients divers,Tomate,Base de pizza tomatée (37002),aides culinaires et ingrédients divers,ingrédients divers,0.030955125,0.26624835,7.6244242e-09,0.038008972,0.0010301743,1.692924e-08,1.2522963e-08,3.3356822e-10,0.0018869758,3.5390759e-05,0.0010065546,0.0068502671,2.23504417,3.3393315,0.31050404,4.3356561,2.105594e-06,0.0062084016,0.25978693,0.00025301468
37002,Base de pizza tomatée,aides culinaires et ingrédients divers,ingrédients divers,Autres étapes,Base de pizza tomatée (37002),aides culinaires et ingrédients divers,ingrédients divers,0.0791788099999999,0.63672031,1.8064802900000002e-08,0.5384110599999999,0.0023286849599999,4.47700836e-08,1.00663257e-08,3.437321655e-09,0.0027013435,0.000172157854,0.00141113195,0.0084290885999999,3.76052347,8.8373344,0.181208906,18.4496791,2.40954732e-06,0.01591262072,0.61963065,0.001177034842
37002,Base de pizza tomatée,aides culinaires et ingrédients divers,ingrédients divers,Total,Base de pizza tomatée (37002),aides culinaires et ingrédients divers,ingrédients divers,0.1585432983,0.980459651,2.9663856480000006e-08,0.5870778945999999,0.0043897572789999,8.927964264e-08,4.351446914e-08,3.9806856920000006e-09,0.0084364325,0.0002613754223999,0.00428284225,0.0314079634499999,11.92642528,67.4162239,2.476649455,24.63114367,5.879099547e-06,0.03366598272,1.0554184594,-0.1086248024479999
11046,Levure chimique ou Poudre à lever,aides culinaires et ingrédients divers,ingrédients divers,Amidon de maïs,Levure chimique ou Poudre à lever (11046),aides culinaires et ingrédients divers,ingrédients divers,0.044490049,0.3195561,5.1018054e-09,0.012321977,0.0013555888,2.5569471e-08,4.941941e-09,2.0726717e-10,0.0030462864,0.00011308634,0.0013256062,0.011140126,10.3271932,6.9933443,0.97984107,3.1871358,3.1960601e-06,0.00034060941,0.29490973,0.024305764
11046,Levure chimique ou Poudre à lever,aides culinaires et ingrédients divers,ingrédients divers,Bicarbonate de sodium,Levure chimique ou Poudre à lever (11046),aides culinaires et ingrédients divers,ingrédients divers,0.054535613,0.31757425,2.3144472e-09,0.014509003,0.0012345562,4.5374663e-08,8.200289e-09,2.7637937e-10,0.0042586988,0.00015160352,0.00043030205,0.0112368,21.2384465,3.0205302,0.48670037,3.1831289,8.5516537e-06,0.0041584073,0.31315115,0.00026468685
11046,Levure chimique ou Poudre à lever,aides culinaires et ingrédients divers,ingrédients divers,Pyrophosphate de sodium,Levure chimique ou Poudre à lever (11046),aides culinaires et ingrédients divers,ingrédients divers,0.19689804,1.1371053,1.8963294e-08,0.068987991,0.0046354729,1.0340561e-07,6.0889049e-08,2.3614534e-09,0.016576081,0.00089842479,0.001242414,0.016950602,19.012876,23.793583,2.2603282,11.032757,4.4260899e-05,0.003486809,1.1303405,0.0032779459
11046,Levure chimique ou Poudre à lever,aides culinaires et ingrédients divers,ingrédients divers,Autres étapes,Levure chimique ou Poudre à lever (11046),aides culinaires et ingrédients divers,ingrédients divers,0.032905262,0.33602556,8.5911719e-09,0.09603492,0.0011039136,2.518623e-08,4.090222e-09,1.5955373e-10,0.0011977266,8.5063991e-05,0.000926525,0.0029363047,3.22370239,7.301776,0.08441187,5.5120888,1.8571811e-06,0.051253912,0.28190892,0.0028627243
11046,Levure chimique ou Poudre à lever,aides culinaires et ingrédients divers,ingrédients divers,Total,Levure chimique ou Poudre à lever (11046),aides culinaires et ingrédients divers,ingrédients divers,0.328828964,2.11026121,3.49707185e-08,0.191853891,0.0083295315,1.99535974e-07,7.8121501e-08,3.00465367e-09,0.0250787928,0.001248178641,0.00392484725,0.0422638327,53.80221809,41.1092335,3.81128151,22.9151105,5.78657939e-05,0.05923973771,2.0203103,0.03071112105
20916,Miso,aides culinaires et ingrédients divers,ingrédients divers,Haricot mungo,Miso (20916),aides culinaires et ingrédients divers,ingrédients divers,0.0211031359999999,0.19087545,2.4221002e-09,0.005645265,0.000931742,5.1086828e-09,5.1177394e-08,2.1858212e-10,0.00080707946,5.7335768e-05,0.0034551269,0.0032132899,4.7893813,-61.293186,0.0198232,1.251591,8.6739294e-07,9.520906e-05,0.18935349,0.0014267539
20916,Miso,aides culinaires et ingrédients divers,ingrédients divers,Riz non décortiqué,Miso (20916),aides culinaires et ingrédients divers,ingrédients divers,0.077323385,0.34696355,5.0637707e-09,0.0028830953,0.0013492588,2.8264672e-08,1.2831645e-07,8.4235088e-11,0.0046649769,4.2340083e-05,0.0039351793,0.019087847,10.9728528,11.568655,2.6865008,1.3426458,7.8845497e-07,0.19122665,0.1524666,0.0032702984
