CIQUAL CODE 2020;CIQUAL NAME 2020;Present in Agribalyse 3.2
26099;Dorade grise, ou daurade grise, ou griset, crue;Oui
26100;Bogue, crue;Oui
26101;Bonite, crue;Oui
26102;Maquereau espagnol ou maquereau blanc ou billard, cru;Oui
26103;Denté, cru;Oui
26104;Saint-Pierre, cru;Oui
26106;Grondin, cru;Oui
26107;Corb, cru;Oui
26108;Capelan, cru;Oui
26109;Dorade rose, ou daurade rose, crue;Oui
26110;Rouget-barbet de roche, vapeur;Oui
26111;Saupe, crue;Oui
26113;Chinchard, cru;Oui
26122;Églefin, cru;Oui
26127;Congre, cru;Oui
26128;Grenadier (de roche), cru;Oui
26129;Lieu jaune ou colin, cru;Oui
26130;Julienne ou Lingue, crue;Oui
26133;Tacaud, cru;Oui
26134;Lieu noir, cru;Oui
26135;Limande-sole, crue;Oui
26141;Foie de morue, cru;
26146;Vivaneau, cru;Oui
26153;Sabre, cru;Oui
26154;Flétan du Groënland ou flétan noir ou flétan commun, cru;Oui
26157;Carangue, cru;Oui
26159;Coulirou, cru;Oui
26161;Saumon, cru, sauvage;
26162;Requin, cru;Oui
26166;Orphie commune, crue;Oui
26168;Lompe, crue;
26170;Brème, cru;Oui
26171;Omble chevalier, cru;Oui
26172;Loup tacheté, cru;Oui
26173;Sprat, cru;Oui
26174;Turbot, cru;Oui
26175;Corégone lavaret, cru;
26178;Mérou, cru;Oui
26194;Lingue bleue ou Lingue, crue;Oui
26200;Sole tropicale ou Sole langue, crue;Oui
26201;Turbot d'élevage, cru;Oui
26205;Bar commun ou loup (Méditerranée), cru, sauvage;Oui
26206;Bar commun ou loup (Méditerranée), cru, élevage;Oui
26208;Baudroie rousse ou Lotte, crue;
26210;Sébaste du nord, ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue;Oui
26213;Hoki, tout lieu de pêche, cru;Oui
26214;Grenadier bleu ou hoki de Nouvelle-Zélande, cru;Oui
26219;Grondin perlon, cru;Oui
26233;Merlu blanc du Cap, surgelé, cru;Oui
26235;Chinchard maigre, cru;Oui
26236;Chinchard gras, cru;Oui
26237;Hareng maigre, cru;Oui
26238;Hareng gras, cru;Oui
26240;Joëls (petits poissons entiers) pour friture, crus;Oui
26241;Empereur, filet, sans peau, cru;Oui
26244;Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…);Oui
27003;Carpe, crue, élevage;Oui
27008;Truite d'élevage, crue;Oui
27009;Truite arc en ciel, crue, élevage;Oui
27010;Perche, crue;Oui
27011;Brochet, cru;
27012;Esturgeon, cru;
27016;Anguille, crue;
27017;Pangasius ou Poisson-chat, cru;Oui
27019;Tilapia, cru;
27021;Truite saumonée, crue;Oui
27023;Lotte de rivière, crue;
27024;Sandre, cru;
27025;Perche du Nil, crue;Oui
10000;Bigorneau, cuit;
10004;Coquille Saint-Jacques, noix et corail, cuite;Oui
10006;Crevette grise, cuite;
10007;Crevette, cuite;Oui
10009;Homard, bouilli/cuit à l'eau;Oui
10013;Moule, bouillie/cuite à l'eau;Oui
10020;Bulot ou Buccin, cuit;
10022;Langouste, bouillie/cuite à l'eau;
10025;Crabe ou Tourteau, bouilli/cuit à l'eau;Oui
10027;Clam, Praire ou Palourde, bouilli/cuit à l'eau;
10031;Écrevisse, cuite;
10033;Crevette rose bouquet, cuite;
10037;Calmar ou calamar ou encornet, bouilli/cuit à l'eau;Oui
10043;Fruits de mer (aliment moyen);
10044;Langoustine, bouillie/cuite à l'eau;
10057;Araignée de mer, cuite;
10061;Crevette pattes blanches, cuite;
10062;Crevette géante tigrée, cuite;
10064;Crevette royale rose, cuite;
10079;Poulpe, cuit;
10080;Fruits de mer, cuits, surgelés;
10084;Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse;Oui
10099;Escargot, sans matière grasse ajoutée, cuit;
34501;Grenouille, cuisse, grillée/poêlée;
10001;Calmar ou calamar ou encornet, cru;Oui
10003;Coquille Saint-Jacques, noix et corail, crue;Oui
10008;Escargot, cru;
10010;Homard, cru;
10011;Huître, sans précision, crue;Oui
10014;Moule commune, crue;Oui
10015;Langouste, crue;
10016;Seiche, crue;
10017;Clam, Praire ou Palourde, cru;
10018;Poulpe, cru;
10019;Bulot ou Buccin, cru;
10021;Crevette, crue;Oui
10024;Langoustine, crue;Oui
10026;Moule de Méditerranée, crue;Oui
10030;Écrevisse, crue;
10035;Huître creuse, crue;Oui
10036;Huître plate, crue;Oui
10038;Crevette, surgelée, crue;Oui
10039;Crabe, cru;
10041;Ormeau, cru;
10045;Coquille Saint-Jacques, noix, crue;Oui
10048;Pecten d'Amérique ou Peigne du canada, noix, crue;Oui
10049;Pétoncle ou Peigne du Pérou, noix, crue;Oui
10059;Crevette rose, crue;Oui
34500;Grenouille, cuisse, crue;
8059;Rillettes de crabe, préemballées;
8080;Rillettes de poisson, préemballées;Oui
8081;Rillettes de saumon, préemballées;Oui
8082;Rillettes de thon, préemballées;Oui
8083;Rillettes de maquereau, préemballées;Oui
8291;Terrine de poisson, préemballée;Oui
8292;Terrine de fruits de mer, avec ou sans poisson, préemballée;Oui
8293;Tarama, préemballé;Oui
10002;Calmar ou Calamar ou encornet, à la romaine (beignet);Oui
10005;Crabe, miettes et ou pattes décortiquées, appertisé, égoutté;
10012;Langoustine, panée, frite;
10023;Beignet de crevette;Oui
10028;Moule, appertisée, égouttée;Oui
10042;Escargot en sauce au beurre persillé, préemballé, cuit;Oui
10081;Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée;Oui
25433;Accra de poisson;Oui
25537;Carpaccio de saumon avec marinade;Oui
25995;Maquereau, filet grillé, appertisé, nature, égoutté;
25999;Anchois, filets roulés aux câpres, semi-conserve, égoutté;Oui
26000;Anchois, filets à l'huile, semi-conserve, égoutté;Oui
26002;Carrelet ou plie, pané, frit;Oui
26004;Oeufs de lompe, semi-conserve;
26005;Caviar, semi-conserve;
26010;Hareng mariné ou rollmops;Oui
26016;Limande-sole, panée, frite;Oui
26027;Pilchard, sauce tomate, appertisé, égoutté;Oui
26028;Poisson, croquette ou beignet ou nuggets, frit;Oui
26029;Poisson pané, surgelé, cru;Oui
26030;Poisson pané, frit;Oui
26034;Sardine, à l'huile, appertisée, égouttée;Oui
26035;Sardine, sauce tomate, appertisée, égouttée;Oui
26039;Thon, au naturel, appertisé, égoutté;Oui
26040;Sardine, à l'huile d'olive, appertisée, égouttée;Oui
26046;Surimi, bâtonnets, tranche ou râpé saveur crabe;Oui
26056;Oeufs de cabillaud, fumés, semi-conserve;
26077;Thon germon ou thon blanc, cuit à la vapeur sous pression;Oui
26086;Maquereau, filet sauce tomate, appertisé, égoutté;Oui
26096;Maquereau, filet sauce moutarde, appertisé, égoutté;Oui
26097;Maquereau, filet au vin blanc, appertisé, égoutté;Oui
26119;Saumon, appertisé, égoutté;Oui
26123;Maquereau, au naturel, appertisé, égoutté;Oui
26124;Merlan, pané;Oui
26142;Foie de morue, appertisé, égoutté;
26151;Oeufs de truite, semi-conserve;
26177;Anchois au sel (anchoité, semi-conserve);Oui
26179;Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté;Oui
26180;Thon à l'huile de tournesol, entier, appertisé, égoutté;Oui
26181;Thon albacore ou thon jaune, au naturel, appertisé, égoutté;Oui
26186;Maquereau, mariné;Oui
26187;Anchois commun, mariné, préemballé;Oui
26231;Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés;Oui
26239;Surimi, fourré au fromage;Oui
26242;Thon à la tomate, miettes, appertisées, égouttées;Oui
26243;Thon, à la catalane ou à l'escabèche (sauce tomate), appertisé;Oui
26245;Thon à l'huile de tournesol, miettes, appertisées, égouttées;Oui
26275;Oeufs de saumon, semi-conserve;
22008;Oeuf, blanc (blanc d'oeuf), cuit;Oui
22009;Oeuf, jaune (jaune d'oeuf), cuit;Oui
22010;Oeuf, dur;Oui
22011;Oeuf, poché;Oui
22014;Oeuf, à la coque;Oui
22501;Oeuf, au plat, frit, salé;
22502;Oeuf, brouillé, avec matière grasse;Oui
22505;Oeuf, au plat, sans matière grasse;Oui
22000;Oeuf, cru;Oui
22001;Oeuf, blanc (blanc d'oeuf), cru;Oui
22002;Oeuf, jaune (jaune d'oeuf), cru;Oui
22050;Oeuf de caille, cru;
22060;Oeuf de cane, cru;Oui
22070;Oeuf d'oie, cru;Oui
22080;Oeuf de dinde, cru;Oui
22003;Oeuf, jaune (jaune d'oeuf), en poudre;Oui
22004;Oeuf, blanc (blanc d'oeuf), en poudre;Oui
22013;Oeuf, en poudre;Oui
22506;Omelette au fromage;Oui
22507;Omelette aux lardons;Oui
22508;Omelette aux champignons;Oui
22509;Omelette aux fines herbes;Oui
22510;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée;Oui
22511;Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen);
20591;Protéine de soja texturée, réhydratée;Oui
20904;Tofu nature, préemballé;Oui
20912;Tofu fumé, préemballé;Oui
25223;Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé;
25224;Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé;Oui
25598;Seitan, préemballé;Oui
19023;Lait entier, UHT;Oui
19024;Lait entier, pasteurisé;Oui
19037;Lait demi-écrémé, UHT, enrichi en vitamine D seulement;Oui
19038;Lait à 1,2% de matière grasse, UHT, enrichi en plusieurs vitamines;
19039;Lait, teneur en matière grasse inconnue, UHT (aliment moyen);
19041;Lait demi-écrémé, UHT;Oui
19042;Lait demi-écrémé, pasteurisé;Oui
19050;Lait écrémé, UHT;Oui
19051;Lait écrémé, pasteurisé;Oui
19060;Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure) à teneur réduite en lactose;Oui
19200;Lait de chèvre, entier, UHT;Oui
19201;Lait de chèvre, demi-écrémé, UHT;Oui
19202;Lait de chèvre, entier, cru;Oui
19225;Lait de jument, entier;
19250;Lait de brebis, entier;Oui
19021;Lait en poudre, entier;Oui
19026;Lait concentré non sucré, entier;Oui
19027;Lait concentré sucré, entier;Oui
19044;Lait en poudre, demi-écrémé;Oui
19054;Lait en poudre, écrémé;Oui
19500;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei;
19508;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré;Oui
19516;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei;
19534;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D;
19535;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré;Oui
19536;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré, enrichie en vitamine D;
19538;Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei;Oui
19539;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;Oui
19541;Lait fermenté ou spécialité laitière type yaourt, aux fruits, avec édulcorants, 0% MG, au bifidus;
19542;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;Oui
19543;Lait fermenté ou spécialité laitière type yaourt, aux fruits, 0% MG, avec édulcorants, aux esters de stérol;
19544;Lait fermenté ou spécialité laitière type yaourt, nature, 0% MG, au bifidus;
19546;Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus;Oui
19548;Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus;
19550;Yaourt à la grecque, au lait de brebis;Oui
19552;Yaourt à la grecque, sur lit de fruits;Oui
19553;Yaourt au lait de brebis, aromatisé, sucré;
19554;Yaourt au lait de brebis, nature, 3% MG environ;
19556;Yaourt au lait de chèvre, nature, 5% MG environ;Oui
19557;Yaourt, lait fermenté ou spécialité laitière sur lit de fruits, sucré;
19558;Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG;Oui
19559;Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG;Oui
19575;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré;Oui
19577;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème;Oui
19578;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, enrichi en vitamine D;
19579;Yaourt, lait fermenté ou spécialité laitière, aux céréales;Oui
19580;Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré;Oui
19581;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG;Oui
19582;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;Oui
19587;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré;Oui
19589;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème;Oui
19592;Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D;Oui
19593;Yaourt, lait fermenté ou spécialité laitière, nature;Oui
19594;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG;Oui
19596;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, enrichi en vitamine D;
19597;Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG, sucré, enrichi en vitamine D;
19598;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;Oui
19599;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;Oui
19600;Yaourt ou spécialité laitière nature (aliment moyen);
19624;Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen);
19628;Yaourt ou spécialité laitière aux fruits (aliment moyen);
19669;Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée;
19671;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen);
19672;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen);
19675;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen);
19676;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen);
19677;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen);
19682;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);
19801;Lait fermenté à boire, nature, maigre;Oui
19805;Lait fermenté à boire, nature, au lait entier;Oui
19860;Yaourt à la grecque, nature;Oui
19862;Yaourt à la grecque, aromatisé, sucré;
19865;Kéfir de lait;
19882;Yaourt au lait de brebis, nature, 6% MG environ;
19501;Fromage blanc nature ou aux fruits (aliment moyen);
19572;Fromage frais type petit suisse, aromatisé chocolat, sucré;
19638;Faisselle au coulis de fruits;
19639;Faisselle, 0% MG;
19641;Faisselle, 6% MG environ;Oui
19643;Fromage blanc et crème fouettée sur lit de fruits, sucré;
19644;Fromage blanc nature, 0% MG;Oui
19645;Fromage blanc nature, 0% MG, enrichi en vitamine D;
19646;Fromage blanc nature, 3% MG environ;Oui
19647;Fromage blanc nature, 3% MG environ, au bifidus;
19648;Fromage blanc nature, 3% MG environ, enrichi en vitamine D;
19649;Fromage blanc nature, gourmand, 8% MG environ;Oui
19650;Fromage blanc ou spécialité laitière nature et crème fouetté, 10% MG environ;
19651;Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG;
19652;Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ;
19653;Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ, au bifidus;
19654;Fromage blanc ou spécialité laitière, aux copeaux de chocolat, sucré, 7% MG environ;
19655;Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 0% MG;
19656;Fromage blanc ou spécialité laitière, aux fruits, sucré, 0% MG;
19657;Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ;
19658;Fromage blanc ou spécialité laitière, aux fruits, sucré, 3% MG environ, au bifidus;
19659;Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ;Oui
19661;Fromage frais type petit suisse, aux fruits, 2-3% MG;Oui
19662;Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D;Oui
19663;Fromage frais type petit suisse, nature, 0% MG;Oui
19664;Fromage frais type petit suisse, nature, 4% MG environ;Oui
19665;Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D;
19666;Fromage frais type petit suisse, nature, 10% MG environ;Oui
19667;Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D;Oui
19668;Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ;
19673;Crème dessert, allégée en MG, rayon frais;Oui
19674;Flan aux oeufs, rayon frais;Oui
19678;Lait emprésuré aromatisé, rayon frais;Oui
19679;Lait gélifié aromatisé, nappé caramel, rayon frais;Oui
19680;Lait gélifié aromatisé, rayon frais;Oui
19681;Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais;Oui
19683;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;Oui
19685;Panna cotta, avec préparations de fruits ou caramel, rayon frais;Oui
23534;Gâteau de semoule aux raisins et caramel, rayon frais;Oui
23536;Gâteau de riz au caramel, rayon frais;Oui
39001;Milk-shake, provenant de fast food;Oui
39200;Crème dessert au chocolat, rayon frais;Oui
39206;Mousse au chocolat (base laitière), rayon frais;Oui
39209;Crème caramel, rayon frais;Oui
39211;Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais;Oui
39212;Riz au lait, rayon frais;Oui
39213;Crème brûlée, rayon frais;Oui
39214;Crème dessert à la vanille, appertisée;Oui
39215;Ile flottante, rayon frais;Oui
39218;Semoule au lait, rayon frais;Oui
39228;Mousse aux fruits, rayon frais;Oui
39229;Crème dessert à la vanille, rayon frais;Oui
39230;Crème dessert, rayon frais (aliment moyen);
39235;Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais;Oui
39246;Crème dessert au café, rayon frais;Oui
39247;Crème dessert au caramel, rayon frais;Oui
39505;Crème dessert, appertisée (aliment moyen);
39506;Crème dessert au chocolat, appertisée;Oui
39511;Crème dessert, rayon frais ou appertisée (aliment moyen);
19689;Cheesecake ou Gâteau au fromage frais, préemballé;Oui
19698;Tiramisu, préemballé;Oui
19852;Mousse à la crème de marrons, préemballée;Oui
23474;Profiteroles (crème pâtissière et sauce chocolat), préemballées;Oui
23535;Gâteau de semoule, appertisé;Oui
39210;Mousse au chocolat traditionnelle, préemballée;Oui
39216;Clafoutis aux fruits, préemballé;Oui
39220;Liégeois aux fruits, préemballé;Oui
39232;Gâteau de riz, appertisé;Oui
39233;Fondant au chocolat noir et crème anglaise, préemballé;
39234;Gâteau au chocolat, coeur fondant, préemballé (rayon frais);Oui
39236;Pain perdu;Oui
39400;Lait de poule, sans alcool;
39710;Crème pâtissière;Oui
19692;Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé;Oui
19693;Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé;Oui
19694;Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé;
19695;Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé;
19696;Dessert au soja, aux amandes, fermenté, préemballé;
20911;Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé;Oui
20921;Dessert au soja, aromatisé, sucré, non enrichi, préemballé;
20922;Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé;
20923;Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé;
39248;Mousse au chocolat végétale, préemballée;
12999;Fromage (aliment moyen);
12001;Camembert, sans précision;Oui
12003;Fromage à pâte molle et croûte fleurie (type camembert);Oui
12006;Camembert au lait cru;Oui
12008;Fromage à pâte molle et croûte fleurie double crème environ 30% MG;Oui
12009;Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse;Oui
12010;Coulommiers;Oui
12012;Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse;Oui
12013;Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse;Oui
12020;Brie, sans précision;Oui
12021;Brie de Meaux;Oui
12022;Brie de Melun;Oui
12025;Carré de l'Est;Oui
12028;Chaource;Oui
12029;Maroilles laitier;Oui
12030;Maroilles fermier;Oui
12031;Neufchâtel;Oui
12033;Fromage à pâte molle triple crème environ 40% MG;Oui
12034;Fromage à pâte molle et croûte lavée (aliment moyen);
12035;Fromage à pâte molle et croûte lavée, allégé environ 13% MG;Oui
12036;Maroilles, sans précision;Oui
12037;Livarot;Oui
12038;Époisses;Oui
12039;Munster;Oui
12040;Langres;Oui
12042;Pont l'Évêque;Oui
12045;Reblochon;Oui
12047;Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané);Oui
12049;Saint-Marcellin;Oui
12050;Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;Oui
12051;Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse);Oui
12052;Saint-Félicien;Oui
12064;Boulette d'Avesne;
12801;Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine);Oui
12802;Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin);Oui
12803;Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure);Oui
12807;Sainte-Maure de Touraine (fromage de chèvre);Oui
12810;Fromage de chèvre demi-sec;Oui
12812;Fromage de chèvre bûche;Oui
12813;Fromage de chèvre bûche, allégé en matière grasse;Oui
12814;Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé;Oui
12815;Fromage de chèvre sec;Oui
12820;Fromage de chèvre à pâte molle et croûte fleurie type camembert;Oui
12824;Fromage de brebis à pâte molle et croûte fleurie;Oui
12830;Chabichou (fromage de chèvre);Oui
12831;Pélardon (fromage de chèvre);Oui
12832;Crottin de chèvre, au lait cru;Oui
12833;Crottin de chèvre, sans précision;Oui
12834;Crottin de Chavignol (fromage de chèvre);Oui
12836;Picodon (fromage de chèvre);Oui
12839;Pouligny Saint-Pierre (fromage de chèvre);Oui
12842;Sainte-Maure (fromage de chèvre);Oui
12845;Selles-sur-Cher (fromage de chèvre);Oui
12846;Chevrot (fromage de chèvre);Oui
12847;Rocamadour (fromage de chèvre);Oui
12848;Valençay (fromage de chèvre);Oui
12500;Roquefort;Oui
12519;Fourme de Montbrison;Oui
12520;Fromage bleu au lait de vache;Oui
12521;Fromage bleu d'Auvergne;Oui
12522;Fourme d'Ambert;Oui
12523;Fromage bleu des Causses;Oui
12524;Gorgonzola;Oui
12526;Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC);Oui
12527;Fromage bleu de Bresse;Oui
12528;Fromage bleu de Bresse allegé environ 15% MG;Oui
12100;Fromage à pâte pressée cuite (aliment moyen);
12105;Beaufort;Oui
12110;Comté;Oui
12112;Abondance;Oui
12113;Gruyère IGP France;Oui
12114;Gruyère;Oui
12115;Emmental ou emmenthal;Oui
12116;Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse;Oui
12118;Emmental ou emmenthal râpé;Oui
12119;Ossau-Iraty;Oui
12120;Parmesan;Oui
12121;Fontina;Oui
12122;Pecorino;
12123;Grana Padano;Oui
12705;Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG;Oui
12716;Provolone;Oui
12720;Fromage à pâte ferme, enrobé de cire;
12722;Cantal entre-deux;Oui
12723;Cantal, Salers ou Laguiole;Oui
12725;Salers;Oui
12726;Cheddar;Oui
12729;Edam;Oui
12735;Mimolette jeune;Oui
12736;Gouda;Oui
12737;Mimolette demi-vieille;Oui
12738;Mimolette vieille;Oui
12740;Mimolette, sans précision;Oui
12741;Fromage à pâte ferme environ 27% MG type Maasdam;Oui
12742;Mimolette extra-vieille;Oui
12743;Morbier;Oui
12747;Fromage de brebis des Pyrénées;Oui
12748;Saint-Nectaire, laitier;Oui
12749;Raclette (fromage);Oui
12751;Saint-Nectaire, fermier;Oui
12752;Saint-Nectaire, sans précision;Oui
12755;Saint-Paulin (fromage à pâte pressée non cuite demi-ferme);Oui
12758;Tomme ou tome de vache;Oui
12759;Tomme ou tome de montagne ou de Savoie;Oui
12760;Tomme ou tome, allégée en matière grasse, environ 13% MG;Oui
12761;Asiago;Oui
12762;Fromage de brebis Corse à pâte molle;Oui
12763;Tome des Bauges;Oui
12827;Fromage de brebis à pâte pressée;Oui
12828;Fromage de lactosérum de brebis;
12300;Fromage fondu en tranchettes;Oui
12305;Fromage fondu en portions ou en cubes environ 8% MG;
12310;Fromage fondu en portions ou en cubes environ 20% MG;Oui
12320;Fromage fondu double crème, environ 31% MG;Oui
12325;Cancoillotte (spécialité fromagère fondue);
12355;Spécialité fromagère fondante au fromage blanc et aux noix;Oui
12356;Snack pour enfants à base de fromage fondu et de gressins;Oui
12060;Fromage type feta, au lait de vache;Oui
12061;Fromage 100% brebis (Feta AOP ou type Feta);Oui
12063;Fromage type feta, au lait de vache, à l'huile et aux aromates;Oui
12066;Feta AOP;
12315;Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère;Oui
12340;Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère;Oui
12800;Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche);Oui
12804;Fromage de chèvre frais, au lait cru (type palet ou crottin frais);Oui
12805;Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche);Oui
12819;Fromage de chèvre à tartiner, nature;
19530;Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes);Oui
19584;Mascarpone;
19585;Ricotta;
19590;Mozzarella au lait de vache;Oui
19591;"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")";
1027;Spécialité végétale type fromage à tartiner, au soja, préemballée;Oui
1028;Spécialité végétale type fromage, à la noix de cajou, préemballée;
1029;Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée;Oui
19402;Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen);
19410;Crème de lait, 30% MG, épaisse, rayon frais;Oui
19411;Crème d'Isigny AOP, >= 35% MG;
19415;Crème de lait, 30% MG, semi-épaisse, UHT;Oui
19420;Crème chantilly, sous pression, UHT;Oui
19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT;Oui
19431;Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais;Oui
19433;Spécialité à base de crème légère 8% MG, fluide ou épaisse;Oui
19436;Crème de lait, 15 à 20% MG, légère, fluide, rayon frais;
18008;Eau de source, embouteillée (aliment moyen);
18009;Eau minérale, embouteillée, faiblement minéralisée (aliment moyen);
18044;Eau minérale (aliment moyen);
18045;Eau minérale, plate (aliment moyen);
18046;Eau minérale, gazeuse (aliment moyen);
18066;Eau du robinet;Oui
18430;Eau embouteillée de source;Oui
76000;Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33);
76001;Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73);
76002;Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07);
76004;Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59);
76006;Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07);
76007;Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63);
76010;Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67);
