Category;Category 2;AGB Code;CIQUAL Code;French name;English name;Recipe name;Recipe LCI name;Recipe origin;Proxy from another recipe
produits céréaliers;farines et pâtes à tarte; 23410;23410;Pâte brisée, crue;Short crust pastry, raw;Short crust pastry, raw;Short crust pastry, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24070;24070;Sablé à la noix de coco;Shortbread cookie w coconut;Shortbread cookie w coconut;Shortbread cookie w coconut, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Biscuit (cookie), plain
produits céréaliers;céréales de petit-déjeuner et biscuits; 24080;24080;Sablé au cacao ou chocolat, au praliné ou autre;Shortbread cookie with cocoa or chocolate, or praline or other;Shortbread cookie with cocoa or chocolate, or praline or other;Shortbread cookie with cocoa or chocolate, or praline or other, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24072;24072;Sablé aux fruits (pomme, fruits rouges, etc.);Shortbread cookie with fruit (apple, red berries, etc.);Shortbread cookie with fruit (apple, red berries, etc.);Shortbread cookie with fruit (apple, red berries, etc.), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Biscuit (cookie), plain
produits céréaliers;farines et pâtes à tarte; 23442;23442;Pâte sablée, cuite;Shortbread dough, cooked;Shortbread dough, raw;Shortbread dough, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;farines et pâtes à tarte; 23448;23448;Pâte sablée pur beurre, cuite;Shortbread dough, pure butter, cooked;Shortbread dough, pure butter, raw;Shortbread dough, pure butter, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;farines et pâtes à tarte; 23446;23446;Pâte sablée pur beurre, surgelée, crue;Shortbread dough, pure butter, frozen, raw;Shortbread dough, pure butter, frozen, raw;Shortbread dough, pure butter, frozen, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;farines et pâtes à tarte; 23444;23444;Pâte sablée pur beurre, crue;Shortbread dough, pure butter, raw;Shortbread dough, pure butter, raw;Shortbread dough, pure butter, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;farines et pâtes à tarte; 23440;23440;Pâte sablée, crue;Shortbread dough, raw;Shortbread dough, raw;Shortbread dough, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24071;24071;Sablé pâtissier;Shortbread pastry biscuit;Shortbread pastry biscuit;Shortbread pastry biscuit, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 10023;10023;Beignet de crevette;Shrimp fritters;Shrimp fritters;Shrimp fritters, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25437;25437;Gougère;Small cheese chou-pastry puff;Small cheese chou-pastry puff;Small cheese chou-pastry puff, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;charcuteries; 30125;30125;Saucisse alsacienne fumée ou Gendarme;Smoked Alsatian sausage or Landjager;Smoked Alsatian sausage or Landjager;Smoked Alsatian sausage or Landjager, recipe, at plant {FR} U;Retailer for Agribalyse;
viandes, œufs, poissons;charcuteries; 8111;8111;Canard, magret fumé;Duck breast fillet, smoked;Smoked duck magret, sliced;Smoked duck magret, sliced, recipe, at plant {FR} U;"Incyvie projet for Agribalyse - see specific report ""Projet Incyvie Lot n°1 : Amélioration de la base de données AGRIBALYSE. """;
boissons;boissons sans alcool; 2500;2500;Smoothie;Smoothie;Apple compote;Apple compote, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 10042;10042;Escargot en sauce au beurre persillé, cuit;Snail in parsley butter, cooked;Snail in parsley butter, prepared in France;Snail in parsley butter, prepared in France, recipe, at plant {FR} U;"GINGKO21 for Agribalyse - see specific report ""Agribalyse 3.1 Repports spécifiques aux 50 nouveaux ICV créés""";
produits céréaliers;gâteaux et pâtisseries; 23939;23939;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait;Soft cake filled with chocolate or chocolate drops or milk;Soft cake filled with chocolate or chocolate drops or milk;Soft cake filled with chocolate or chocolate drops or milk, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23941;23941;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré;Soft cake filled with fruits, mini sponge roll type;Sponge cake w fruit mousse;Sponge cake w fruit mousse, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23938;23938;Gâteau moelleux aux fruits à coque;Soft cake with nuts;Soft cake with nuts;Soft cake with nuts, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;céréales de petit-déjeuner et biscuits; 24680;24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;Soft cake, filled with fruit paste or fruit puree and sugar icing coated;Biscuit (small tart), with fruit covering;Biscuit (small tart), with fruit covering, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23594;23594;Gâteau moelleux nature type génoise;Soft cake, plain, sponge cake type;Soft cake, plain, sponge cake type;Soft cake, plain, sponge cake type, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits sucrés;confiseries non chocolatées; 31081;31081;Bonbon au caramel, mou;Soft caramel candy;Soft caramel candy;Soft caramel candy, recipe, at plant {FR} U;Agribalyse - adapted from recommendations from Alliance 7 and its members;
boissons;boissons sans alcool; 18078;18078;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s);Lemonade, with sugar;Lemonade, with sugar, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 18026;18026;Boisson gazeuse, sans jus de fruit, sucrée;Soft drink, carbonated, without fruit juice, with sugar;Lemonade, with sugar;Lemonade, with sugar, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23851;23851;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;Soft waffle (Brussels-style), plain or with sugar, prepacked;Soft waffle (Brussels-style), plain or with sugar, prepacked;Soft waffle (Brussels-style), plain or with sugar, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23852;23852;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;Soft waffle (Brussels-style), with chocolate, prepacked;Soft waffle (Brussels-style), with chocolate, prepacked;Soft waffle (Brussels-style), with chocolate, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
matières grasses;huiles et graisses végétales; 16080;16080;Matière grasse ou graisse végétale solide (type margarine) pour friture;Solid vegetable fat (margarine type), for frying;Solid vegetable fat (margarine type), for frying;Solid vegetable fat (margarine type), for frying, recipe, at plant {FR} U;Agribalyse;
glaces et sorbets;sorbets; 39524;39524;Sorbet, en bac;Sorbet, in box;Sorbet, in box;Sorbet, in box, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
glaces et sorbets;sorbets; 31013;31013;Sorbet, bâtonnet;Sorbet, on stick;Sorbet, in box;Sorbet, in box, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aliments infantiles;petits pots salés et plats infantiles; 20252;20252;Soupe pour bébé légumes et pomme de terre;Soup for baby, with vegetables and potatoes;Soup, leek and potato, prepacked, to be reheated;Soup, leek and potato, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aliments infantiles;petits pots salés et plats infantiles; 20253;20253;Soupe pour bébé légumes, céréales et lait;Soup for baby, with vegetables, cereals and milk;Soup, mixed vegetables, prepacked, to be reheated;Soup, mixed vegetables, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25955;25955;Soupe asiatique, avec pâtes, préemballée à réchauffer;Soup, Asian-style with noodles, prepacked, to be reheated;Soup, Asian-style with noodles, prepacked, to be reheated;Soup, Asian-style with noodles, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25968;25968;Soupe aux asperges, préemballée à réchauffer;Soup, asparagus, prepacked, to be reheated;Soup, asparagus, prepacked, to be reheated;Soup, asparagus, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25913;25913;Soupe à la carotte, préemballée à réchauffer;Soup, carrots, prepacked, to be reheated;Soup, carrots, prepacked, to be reheated;Soup, carrots, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25908;25908;Soupe à la volaille et aux vermicelles, préemballée à réchauffer;Soup, chicken and vermicelli, prepacked, to be reheated;Soup, chicken and vermicelli, prepacked, to be reheated;Soup, chicken and vermicelli, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Soup, tomatoes and vermicelli, prepacked, to be reheated
entrées et plats composés;soupes; 25915;25915;Soupe chorba frik, à base de viande et de frik;Soup, chorba frik, w meat and frik;Soup, chorba frik, w meat and frik;Soup, chorba frik, w meat and frik, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25904;25904;Soupe de poissons et / ou crustacés, préemballée à réchauffer;Soup, fish and/or crustacean, prepacked, to be reheated;Soup, fish and/or crustacean, prepacked, to be reheated;Soup, fish and/or crustacean, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25967;25967;Soupe froide type Gaspacho ou Gazpacho;Soup, gazpacho, cold;Soup, tomatoes, prepacked, to be reheated;Soup, tomatoes, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25963;25963;Soupe aux légumes verts, préemballée à réchauffer;Soup, green vegetables, prepacked, to be reheated;Soup, green vegetables, prepacked, to be reheated;Soup, green vegetables, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25907;25907;Soupe aux poireaux et pommes de terre, préemballée à réchauffer;Soup, leek and potato, prepacked, to be reheated;Soup, leek and potato, prepacked, to be reheated;Soup, leek and potato, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25900;25900;Soupe aux lentilles, préemballée à réchauffer;Soup, lentils, prepacked, to be reheated;Soup, lentils, prepacked, to be reheated;Soup, lentils, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25956;25956;Soupe minestrone, déshydratée reconstituée;Soup, minestrone, dehydrated and reconstituted;Soup, minestrone, prepacked, to be reheated;Soup, minestrone, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25916;25916;Soupe minestrone, préemballée à réchauffer;Soup, minestrone, prepacked, to be reheated;Soup, minestrone, prepacked, to be reheated;Soup, minestrone, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25905;25905;Soupe aux légumes variés, déshydratée reconstituée;Soup, mixed vegetables, dehydrated and reconstituted;Soup, mixed vegetables, prepacked, to be reheated;Soup, mixed vegetables, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25903;25903;Soupe aux légumes variés, préemballée à réchauffer;Soup, mixed vegetables, prepacked, to be reheated;Soup, mixed vegetables, prepacked, to be reheated;Soup, mixed vegetables, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25912;25912;Soupe aux champignons, préemballée à réchauffer;Soup, mushrooms, prepacked, to be reheated;Soup, mushrooms, prepacked, to be reheated;Soup, mushrooms, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25910;25910;Soupe à l'oignon, préemballée à réchauffer;Soup, onions, prepacked, to be reheated;Soup, onions, prepacked, to be reheated;Soup, onions, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25953;25953;Soupe au pistou, préemballée à réchauffer;Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated;Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated;Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25945;25945;Soupe au potiron, préemballée à réchauffer;Soup, pumpkin, prepacked, to be reheated;Soup, pumpkin, prepacked, to be reheated;Soup, pumpkin, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25965;25965;Soupe aux pois cassés, préemballée à réchauffer;Soup, split peas, prepacked, to be reheated;Soup, lentils, prepacked, to be reheated;Soup, lentils, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25933;25933;Soupe à la tomate et aux vermicelles, préemballée à réchauffer;Soup, tomatoes and vermicelli, prepacked, to be reheated;Soup, tomatoes and vermicelli, prepacked, to be reheated;Soup, tomatoes and vermicelli, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25914;25914;Soupe à la tomate, préemballée à réchauffer;Soup, tomatoes, prepacked, to be reheated;Soup, tomatoes, prepacked, to be reheated;Soup, tomatoes, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;soupes; 25962;25962;Soupe aux légumes avec fromage, préemballée à réchauffer;Soup, vegetables with cheese, prepacked, to be reheated;Soup, vegetables with cheese, prepacked, to be reheated;Soup, vegetables with cheese, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Soup, mixed vegetables, prepacked, to be reheated
entrées et plats composés;soupes; 25958;25958;Soupe au cresson, préemballée à réchauffer;Soup, watercress, prepacked, to be reheated;Soup, watercress, prepacked, to be reheated;Soup, watercress, prepacked, to be reheated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aides culinaires et ingrédients divers;aides culinaires; 11214;11214;"Préparation culinaire à base de soja, type ""crème de soja""";Soy cream preparation;Soy cream preparation;Soy cream preparation, recipe, at plant {FR} U;Retailer for Agribalyse;
lait et produits laitiers;produits laitiers frais et assimilés; 20911;20911;Dessert au soja aromatisé, rayon frais;Soy dessert, flavoured, refrigerated;Soy dessert, w fruits, refrigerated;Soy dessert, w fruits, refrigerated, recipe, at plant {FR} U;Retailer for Agribalyse;
lait et produits laitiers;produits laitiers frais et assimilés; 19693;19693;Dessert au soja, nature, rayon frais;Soy dessert, plain, refrigerated;Soy dessert, plain, refrigerated;Soy dessert, plain, refrigerated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Soy dessert, w fruits, refrigerated
lait et produits laitiers;produits laitiers frais et assimilés; 19692;19692;Dessert au soja, aux fruits, rayon frais;Soy dessert, w fruits, refrigerated;Soy dessert, w fruits, refrigerated;Soy dessert, w fruits, refrigerated, recipe, at plant {FR} U;Retailer for Agribalyse;
entrées et plats composés;plats végétariens; 20914;20914;Escalope végétale ou steak à base de soja;Soy patty or vegetable escalope;Soy patty or vegetable escalope;Soy patty or vegetable escalope, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
aides culinaires et ingrédients divers;sauces; 11104;11104;Sauce soja, préemballée;Soy sauce, prepacked;Soy sauce, prepacked;Soy sauce, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats végétariens; 30181;30181;Haché végétal à base de soja, préemballé;Soy-based minced, prepacked;Soy-based minced, prepacked;Soy-based minced, prepacked, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
entrées et plats composés;plats végétariens; 25596;25596;Galette ou pavé au soja et légumes, préemballé;Soy-based patty, plain (vegetable steak), prepacked;Soy-based patty, plain (vegetable steak), prepacked;Soy-based patty, plain (vegetable steak), prepacked, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
entrées et plats composés;plats végétariens; 25596_2;25596;Galette de soja (steak végétal) à la provençale;Soy-based patty, Provencal-style (vegetable steak);Soy-based patty, Provencal-style (vegetable steak);Soy-based patty, Provencal-style (vegetable steak), recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
viandes, œufs, poissons;substituts de viande; 25224;25224;Bouchées ou émincé au soja et blé (ne convient pas aux véganes ou végétaliens), préemballé;Soy-based sliced;Soy-based sliced;Soy-based sliced, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
entrées et plats composés;plats végétariens;25226;25226;Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé;Soybean and wheat-based nuggets (not vegan);Soybean and wheat-based nuggets (not vegan);Soybean and wheat-based nuggets (not vegan), recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
entrées et plats composés;plats végétariens; 25227_1;25227;Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé;Soybean and wheat-based nuggets (vegan);Soybean and wheat-based nuggets (vegan);Soybean and wheat-based nuggets (vegan), recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
entrées et plats composés;plats végétariens; 25227_2;25227;Nuggets de soja;Soybean-based nuggets;Soybean-based nuggets;Soybean-based nuggets, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
viandes, œufs, poissons;œufs; 22510;22510;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons);Spanish-style tortilla with onions (omelette with potatoes and onions);Spanish-style tortilla with onions (omelette with potatoes and onions);Spanish-style tortilla with onions (omelette with potatoes and onions), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boisson alcoolisées; 5100;5100;Pétillant de fruits;Sparkling fruit wine;Sparkling fruit wine;Sparkling fruit wine, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Wine-based aperitif
produits céréaliers;céréales de petit-déjeuner et biscuits; 24009;24009;Spéculoos;Speculoos biscuit;Speculoos biscuit;Speculoos biscuit, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25026;25026;Épinards à la crème;Spinach w cream sauce;Spinach w cream sauce;Spinach w cream sauce, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23940;23940;Génoise fourrée et nappée au chocolat;Sponge cake filled and covered with chocolate;Chocolate soft cake, prepacked;Chocolate soft cake, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23006;23006;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);Sponge cake w chocolate w or wo cherry;Savoy-style sponge cake;Savoy-style sponge cake, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23007;23007;Gâteau mousse de fruits sur génoise, type miroir, bavarois;Sponge cake w fruit mousse;Sponge cake w fruit mousse;Sponge cake w fruit mousse, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23009;23009;Fraisier ou framboisier;Sponge sandwich cake filled and topped with strawberries or raspberries;Sponge sandwich cake filled and topped with strawberries or raspberries;Sponge sandwich cake filled and topped with strawberries or raspberries, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;feuilletées et autres entrées; 25419;25419;Rouleau de printemps;Spring roll;Spring roll;Spring roll, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
fruits, légumes, légumineuses et oléagineux;légumes; 20267;20267;Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons);Spring vegetables, frozen, raw (French beans, carrots, potatoes, green peas, onions);Spring vegetables, frozen, raw (french beans, carrots, potatoes, green peas, onions);Spring vegetables, frozen, raw (french beans, carrots, potatoes, green peas, onions), recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
entrées et plats composés;pizzas, tartes et crêpes salées; 26268;26268;Tielle sétoise;Squid and spicy tomato sauce pie;Squid and spicy tomato sauce pie;Squid and spicy tomato sauce pie, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25124;25124;Navarin d'agneau aux légumes;Stewed lamb garnished with potatoes and other vegetables;Stewed lamb garnished with potatoes and other vegetables;Stewed lamb garnished with potatoes and other vegetables, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 18075;18075;Boisson au thé, aromatisée, sucrée;Still soft drink with tea extract, flavoured, with sugar;Still soft drink with tea extract, flavoured, with sugar;Still soft drink with tea extract, flavoured, with sugar, recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
boissons;boissons sans alcool; 18065;18065;Boisson au thé, aromatisée, non sucrée, avec édulcorants;Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners;Still soft drink with tea extract, flavoured, with sugar;Still soft drink with tea extract, flavoured, with sugar, recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
